,answer,,,,,output
,ch1,ch2,ch3,ch4,,ch1,ch2,ch3,ch4
58,1.0000,0.0000,0.0000,0.0000,,0.8479,0.1167,0.0002,0.0352,
59,1.0000,0.0000,0.0000,0.0000,,0.8469,0.1181,0.0002,0.0348,
60,1.0000,0.0000,0.0000,0.0000,,0.8458,0.1195,0.0002,0.0345,
61,1.0000,0.0000,0.0000,0.0000,,0.8447,0.1209,0.0002,0.0341,
62,1.0000,0.0000,0.0000,0.0000,,0.8436,0.1224,0.0002,0.0338,
63,1.0000,0.0000,0.0000,0.0000,,0.8425,0.1238,0.0002,0.0335,
64,1.0000,0.0000,0.0000,0.0000,,0.8413,0.1253,0.0002,0.0331,
65,1.0000,0.0000,0.0000,0.0000,,0.8402,0.1268,0.0002,0.0328,
66,1.0000,0.0000,0.0000,0.0000,,0.8391,0.1282,0.0002,0.0325,
67,1.0000,0.0000,0.0000,0.0000,,0.8380,0.1296,0.0002,0.0322,
68,1.0000,0.0000,0.0000,0.0000,,0.8369,0.1310,0.0002,0.0318,
69,1.0000,0.0000,0.0000,0.0000,,0.8358,0.1324,0.0002,0.0315,
70,1.0000,0.0000,0.0000,0.0000,,0.8348,0.1338,0.0002,0.0312,
71,1.0000,0.0000,0.0000,0.0000,,0.8336,0.1352,0.0002,0.0309,
72,1.0000,0.0000,0.0000,0.0000,,0.8324,0.1367,0.0002,0.0306,
73,1.0000,0.0000,0.0000,0.0000,,0.8311,0.1384,0.0002,0.0303,
74,1.0000,0.0000,0.0000,0.0000,,0.8296,0.1401,0.0002,0.0300,
75,1.0000,0.0000,0.0000,0.0000,,0.8280,0.1421,0.0002,0.0297,
76,1.0000,0.0000,0.0000,0.0000,,0.8263,0.1441,0.0002,0.0294,
77,1.0000,0.0000,0.0000,0.0000,,0.8246,0.1461,0.0002,0.0291,
78,1.0000,0.0000,0.0000,0.0000,,0.8231,0.1479,0.0002,0.0288,
79,1.0000,0.0000,0.0000,0.0000,,0.8217,0.1496,0.0002,0.0285,
80,1.0000,0.0000,0.0000,0.0000,,0.8206,0.1510,0.0002,0.0282,
81,1.0000,0.0000,0.0000,0.0000,,0.8196,0.1522,0.0002,0.0279,
82,1.0000,0.0000,0.0000,0.0000,,0.8189,0.1532,0.0002,0.0276,
83,1.0000,0.0000,0.0000,0.0000,,0.8184,0.1540,0.0002,0.0274,
84,1.0000,0.0000,0.0000,0.0000,,0.8179,0.1547,0.0002,0.0271,
85,1.0000,0.0000,0.0000,0.0000,,0.8175,0.1553,0.0002,0.0269,
86,1.0000,0.0000,0.0000,0.0000,,0.8172,0.1560,0.0002,0.0267,
87,1.0000,0.0000,0.0000,0.0000,,0.8168,0.1566,0.0002,0.0264,
88,1.0000,0.0000,0.0000,0.0000,,0.8163,0.1573,0.0002,0.0262,
89,1.0000,0.0000,0.0000,0.0000,,0.8159,0.1579,0.0002,0.0259,
90,1.0000,0.0000,0.0000,0.0000,,0.8154,0.1587,0.0002,0.0257,
91,1.0000,0.0000,0.0000,0.0000,,0.8149,0.1594,0.0002,0.0255,
92,1.0000,0.0000,0.0000,0.0000,,0.8144,0.1602,0.0002,0.0252,
93,1.0000,0.0000,0.0000,0.0000,,0.8139,0.1609,0.0002,0.0250,
94,1.0000,0.0000,0.0000,0.0000,,0.8135,0.1615,0.0002,0.0248,
95,1.0000,0.0000,0.0000,0.0000,,0.8132,0.1620,0.0002,0.0246,
96,1.0000,0.0000,0.0000,0.0000,,0.8130,0.1624,0.0002,0.0244,
97,1.0000,0.0000,0.0000,0.0000,,0.8128,0.1628,0.0002,0.0241,
98,1.0000,0.0000,0.0000,0.0000,,0.8125,0.1633,0.0002,0.0239,
99,1.0000,0.0000,0.0000,0.0000,,0.8121,0.1639,0.0002,0.0237,
100,1.0000,0.0000,0.0000,0.0000,,0.8117,0.1646,0.0002,0.0235,
101,1.0000,0.0000,0.0000,0.0000,,0.8112,0.1653,0.0002,0.0233,
102,1.0000,0.0000,0.0000,0.0000,,0.8107,0.1660,0.0002,0.0231,
103,1.0000,0.0000,0.0000,0.0000,,0.8101,0.1668,0.0002,0.0229,
104,1.0000,0.0000,0.0000,0.0000,,0.8093,0.1678,0.0002,0.0227,
105,1.0000,0.0000,0.0000,0.0000,,0.8085,0.1688,0.0002,0.0225,
106,1.0000,0.0000,0.0000,0.0000,,0.8077,0.1697,0.0002,0.0223,
107,1.0000,0.0000,0.0000,0.0000,,0.8070,0.1707,0.0002,0.0221,
108,1.0000,0.0000,0.0000,0.0000,,0.8063,0.1716,0.0002,0.0219,
109,1.0000,0.0000,0.0000,0.0000,,0.8053,0.1727,0.0002,0.0217,
110,1.0000,0.0000,0.0000,0.0000,,0.8042,0.1741,0.0002,0.0215,
111,1.0000,0.0000,0.0000,0.0000,,0.8029,0.1756,0.0002,0.0213,
112,1.0000,0.0000,0.0000,0.0000,,0.8016,0.1772,0.0002,0.0211,
113,1.0000,0.0000,0.0000,0.0000,,0.8004,0.1786,0.0002,0.0208,
114,1.0000,0.0000,0.0000,0.0000,,0.7994,0.1798,0.0002,0.0206,
115,1.0000,0.0000,0.0000,0.0000,,0.7985,0.1809,0.0002,0.0204,
116,1.0000,0.0000,0.0000,0.0000,,0.7976,0.1820,0.0002,0.0202,
117,1.0000,0.0000,0.0000,0.0000,,0.7969,0.1830,0.0002,0.0200,
118,1.0000,0.0000,0.0000,0.0000,,0.7960,0.1840,0.0002,0.0198,
119,1.0000,0.0000,0.0000,0.0000,,0.7952,0.1850,0.0002,0.0196,
120,1.0000,0.0000,0.0000,0.0000,,0.7943,0.1862,0.0002,0.0194,
121,1.0000,0.0000,0.0000,0.0000,,0.7933,0.1873,0.0002,0.0192,
122,1.0000,0.0000,0.0000,0.0000,,0.7922,0.1886,0.0002,0.0190,
123,1.0000,0.0000,0.0000,0.0000,,0.7909,0.1901,0.0002,0.0188,
124,1.0000,0.0000,0.0000,0.0000,,0.7894,0.1918,0.0002,0.0186,
125,1.0000,0.0000,0.0000,0.0000,,0.7877,0.1937,0.0002,0.0184,
126,1.0000,0.0000,0.0000,0.0000,,0.7859,0.1957,0.0002,0.0182,
127,1.0000,0.0000,0.0000,0.0000,,0.7841,0.1977,0.0002,0.0180,
128,1.0000,0.0000,0.0000,0.0000,,0.7822,0.1998,0.0002,0.0178,
129,1.0000,0.0000,0.0000,0.0000,,0.7802,0.2020,0.0002,0.0176,
130,1.0000,0.0000,0.0000,0.0000,,0.7781,0.2043,0.0002,0.0174,
131,1.0000,0.0000,0.0000,0.0000,,0.7760,0.2066,0.0002,0.0172,
132,1.0000,0.0000,0.0000,0.0000,,0.7740,0.2088,0.0002,0.0170,
133,1.0000,0.0000,0.0000,0.0000,,0.7720,0.2110,0.0002,0.0168,
134,1.0000,0.0000,0.0000,0.0000,,0.7699,0.2133,0.0002,0.0166,
135,1.0000,0.0000,0.0000,0.0000,,0.7678,0.2155,0.0002,0.0165,
136,1.0000,0.0000,0.0000,0.0000,,0.7659,0.2176,0.0002,0.0163,
137,1.0000,0.0000,0.0000,0.0000,,0.7642,0.2195,0.0002,0.0161,
138,1.0000,0.0000,0.0000,0.0000,,0.7625,0.2213,0.0002,0.0160,
139,1.0000,0.0000,0.0000,0.0000,,0.7609,0.2231,0.0002,0.0158,
140,1.0000,0.0000,0.0000,0.0000,,0.7594,0.2248,0.0002,0.0156,
141,1.0000,0.0000,0.0000,0.0000,,0.7578,0.2265,0.0002,0.0155,
142,1.0000,0.0000,0.0000,0.0000,,0.7563,0.2281,0.0002,0.0153,
143,1.0000,0.0000,0.0000,0.0000,,0.7549,0.2297,0.0002,0.0152,
144,1.0000,0.0000,0.0000,0.0000,,0.7536,0.2312,0.0002,0.0151,
145,1.0000,0.0000,0.0000,0.0000,,0.7524,0.2325,0.0002,0.0149,
146,1.0000,0.0000,0.0000,0.0000,,0.7512,0.2338,0.0002,0.0148,
147,1.0000,0.0000,0.0000,0.0000,,0.7500,0.2351,0.0002,0.0147,
148,1.0000,0.0000,0.0000,0.0000,,0.7487,0.2365,0.0002,0.0146,
149,1.0000,0.0000,0.0000,0.0000,,0.7473,0.2380,0.0002,0.0144,
150,1.0000,0.0000,0.0000,0.0000,,0.7459,0.2397,0.0002,0.0143,
151,1.0000,0.0000,0.0000,0.0000,,0.7444,0.2413,0.0002,0.0142,
152,1.0000,0.0000,0.0000,0.0000,,0.7430,0.2427,0.0002,0.0141,
153,1.0000,0.0000,0.0000,0.0000,,0.7419,0.2440,0.0002,0.0140,
154,1.0000,0.0000,0.0000,0.0000,,0.7409,0.2451,0.0002,0.0139,
155,1.0000,0.0000,0.0000,0.0000,,0.7400,0.2461,0.0002,0.0137,
156,1.0000,0.0000,0.0000,0.0000,,0.7391,0.2471,0.0002,0.0136,
157,1.0000,0.0000,0.0000,0.0000,,0.7380,0.2483,0.0002,0.0135,
158,1.0000,0.0000,0.0000,0.0000,,0.7369,0.2495,0.0002,0.0134,
159,1.0000,0.0000,0.0000,0.0000,,0.7358,0.2507,0.0002,0.0133,
160,1.0000,0.0000,0.0000,0.0000,,0.7346,0.2520,0.0002,0.0132,
161,1.0000,0.0000,0.0000,0.0000,,0.7334,0.2534,0.0002,0.0131,
162,1.0000,0.0000,0.0000,0.0000,,0.7320,0.2548,0.0002,0.0130,
163,1.0000,0.0000,0.0000,0.0000,,0.7306,0.2564,0.0002,0.0129,
164,1.0000,0.0000,0.0000,0.0000,,0.7292,0.2579,0.0002,0.0128,
165,1.0000,0.0000,0.0000,0.0000,,0.7278,0.2595,0.0002,0.0126,
166,1.0000,0.0000,0.0000,0.0000,,0.7263,0.2610,0.0002,0.0125,
167,1.0000,0.0000,0.0000,0.0000,,0.7250,0.2624,0.0002,0.0124,
168,1.0000,0.0000,0.0000,0.0000,,0.7237,0.2638,0.0002,0.0123,
169,1.0000,0.0000,0.0000,0.0000,,0.7226,0.2651,0.0001,0.0122,
170,1.0000,0.0000,0.0000,0.0000,,0.7214,0.2663,0.0001,0.0121,
171,1.0000,0.0000,0.0000,0.0000,,0.7203,0.2675,0.0001,0.0120,
172,1.0000,0.0000,0.0000,0.0000,,0.7192,0.2687,0.0001,0.0119,
173,1.0000,0.0000,0.0000,0.0000,,0.7181,0.2699,0.0001,0.0118,
174,1.0000,0.0000,0.0000,0.0000,,0.7170,0.2711,0.0001,0.0117,
175,1.0000,0.0000,0.0000,0.0000,,0.7161,0.2721,0.0001,0.0116,
176,1.0000,0.0000,0.0000,0.0000,,0.7152,0.2731,0.0001,0.0115,
177,1.0000,0.0000,0.0000,0.0000,,0.7145,0.2739,0.0001,0.0115,
178,1.0000,0.0000,0.0000,0.0000,,0.7140,0.2745,0.0001,0.0114,
179,1.0000,0.0000,0.0000,0.0000,,0.7135,0.2751,0.0001,0.0113,
180,1.0000,0.0000,0.0000,0.0000,,0.7131,0.2755,0.0001,0.0112,
181,1.0000,0.0000,0.0000,0.0000,,0.7128,0.2759,0.0001,0.0112,
182,1.0000,0.0000,0.0000,0.0000,,0.7125,0.2762,0.0001,0.0111,
183,1.0000,0.0000,0.0000,0.0000,,0.7124,0.2764,0.0001,0.0110,
184,1.0000,0.0000,0.0000,0.0000,,0.7126,0.2764,0.0001,0.0109,
185,1.0000,0.0000,0.0000,0.0000,,0.7129,0.2760,0.0001,0.0109,
186,1.0000,0.0000,0.0000,0.0000,,0.7136,0.2755,0.0001,0.0108,
187,1.0000,0.0000,0.0000,0.0000,,0.7144,0.2747,0.0001,0.0108,
188,1.0000,0.0000,0.0000,0.0000,,0.7153,0.2739,0.0001,0.0107,
189,1.0000,0.0000,0.0000,0.0000,,0.7162,0.2730,0.0001,0.0106,
190,1.0000,0.0000,0.0000,0.0000,,0.7171,0.2721,0.0001,0.0106,
191,1.0000,0.0000,0.0000,0.0000,,0.7182,0.2711,0.0001,0.0105,
192,1.0000,0.0000,0.0000,0.0000,,0.7195,0.2699,0.0001,0.0105,
193,1.0000,0.0000,0.0000,0.0000,,0.7211,0.2684,0.0001,0.0104,
194,1.0000,0.0000,0.0000,0.0000,,0.7228,0.2667,0.0001,0.0104,
195,1.0000,0.0000,0.0000,0.0000,,0.7246,0.2649,0.0001,0.0103,
196,1.0000,0.0000,0.0000,0.0000,,0.7263,0.2633,0.0001,0.0103,
197,1.0000,0.0000,0.0000,0.0000,,0.7278,0.2619,0.0001,0.0102,
198,1.0000,0.0000,0.0000,0.0000,,0.7291,0.2606,0.0001,0.0102,
199,1.0000,0.0000,0.0000,0.0000,,0.7304,0.2593,0.0001,0.0101,
200,1.0000,0.0000,0.0000,0.0000,,0.7317,0.2581,0.0001,0.0101,
201,1.0000,0.0000,0.0000,0.0000,,0.7330,0.2569,0.0001,0.0100,
202,1.0000,0.0000,0.0000,0.0000,,0.7342,0.2556,0.0001,0.0100,
203,1.0000,0.0000,0.0000,0.0000,,0.7356,0.2544,0.0001,0.0100,
204,1.0000,0.0000,0.0000,0.0000,,0.7369,0.2530,0.0001,0.0099,
205,1.0000,0.0000,0.0000,0.0000,,0.7383,0.2517,0.0001,0.0099,
206,1.0000,0.0000,0.0000,0.0000,,0.7398,0.2503,0.0001,0.0098,
207,1.0000,0.0000,0.0000,0.0000,,0.7413,0.2488,0.0001,0.0098,
208,1.0000,0.0000,0.0000,0.0000,,0.7428,0.2473,0.0001,0.0098,
209,1.0000,0.0000,0.0000,0.0000,,0.7443,0.2458,0.0001,0.0097,
210,1.0000,0.0000,0.0000,0.0000,,0.7459,0.2443,0.0001,0.0097,
211,1.0000,0.0000,0.0000,0.0000,,0.7475,0.2428,0.0001,0.0096,
212,1.0000,0.0000,0.0000,0.0000,,0.7491,0.2412,0.0001,0.0096,
213,1.0000,0.0000,0.0000,0.0000,,0.7508,0.2395,0.0001,0.0096,
214,1.0000,0.0000,0.0000,0.0000,,0.7527,0.2376,0.0001,0.0095,
215,1.0000,0.0000,0.0000,0.0000,,0.7548,0.2356,0.0001,0.0095,
216,1.0000,0.0000,0.0000,0.0000,,0.7570,0.2334,0.0001,0.0095,
217,1.0000,0.0000,0.0000,0.0000,,0.7593,0.2311,0.0001,0.0095,
218,1.0000,0.0000,0.0000,0.0000,,0.7617,0.2288,0.0001,0.0095,
219,1.0000,0.0000,0.0000,0.0000,,0.7641,0.2264,0.0001,0.0094,
220,1.0000,0.0000,0.0000,0.0000,,0.7665,0.2240,0.0001,0.0094,
221,1.0000,0.0000,0.0000,0.0000,,0.7688,0.2217,0.0001,0.0094,
222,1.0000,0.0000,0.0000,0.0000,,0.7711,0.2194,0.0001,0.0094,
223,1.0000,0.0000,0.0000,0.0000,,0.7733,0.2172,0.0001,0.0093,
224,1.0000,0.0000,0.0000,0.0000,,0.7755,0.2151,0.0001,0.0093,
225,1.0000,0.0000,0.0000,0.0000,,0.7777,0.2129,0.0001,0.0093,
226,1.0000,0.0000,0.0000,0.0000,,0.7798,0.2108,0.0001,0.0093,
227,1.0000,0.0000,0.0000,0.0000,,0.7819,0.2088,0.0001,0.0093,
228,1.0000,0.0000,0.0000,0.0000,,0.7840,0.2067,0.0001,0.0092,
229,1.0000,0.0000,0.0000,0.0000,,0.7862,0.2045,0.0001,0.0092,
230,1.0000,0.0000,0.0000,0.0000,,0.7885,0.2023,0.0001,0.0092,
231,1.0000,0.0000,0.0000,0.0000,,0.7908,0.2000,0.0001,0.0092,
232,1.0000,0.0000,0.0000,0.0000,,0.7931,0.1977,0.0001,0.0091,
233,1.0000,0.0000,0.0000,0.0000,,0.7954,0.1954,0.0001,0.0091,
234,1.0000,0.0000,0.0000,0.0000,,0.7977,0.1931,0.0001,0.0091,
235,1.0000,0.0000,0.0000,0.0000,,0.8000,0.1908,0.0001,0.0091,
236,1.0000,0.0000,0.0000,0.0000,,0.8023,0.1885,0.0001,0.0091,
237,1.0000,0.0000,0.0000,0.0000,,0.8046,0.1862,0.0001,0.0090,
238,1.0000,0.0000,0.0000,0.0000,,0.8069,0.1840,0.0001,0.0090,
239,1.0000,0.0000,0.0000,0.0000,,0.8093,0.1816,0.0001,0.0090,
240,1.0000,0.0000,0.0000,0.0000,,0.8117,0.1792,0.0001,0.0090,
241,1.0000,0.0000,0.0000,0.0000,,0.8143,0.1767,0.0001,0.0090,
242,1.0000,0.0000,0.0000,0.0000,,0.8170,0.1740,0.0001,0.0090,
243,1.0000,0.0000,0.0000,0.0000,,0.8198,0.1712,0.0001,0.0090,
244,1.0000,0.0000,0.0000,0.0000,,0.8227,0.1683,0.0001,0.0089,
245,1.0000,0.0000,0.0000,0.0000,,0.8255,0.1655,0.0001,0.0089,
246,1.0000,0.0000,0.0000,0.0000,,0.8281,0.1628,0.0001,0.0089,
247,1.0000,0.0000,0.0000,0.0000,,0.8307,0.1603,0.0001,0.0089,
248,1.0000,0.0000,0.0000,0.0000,,0.8331,0.1579,0.0001,0.0089,
249,1.0000,0.0000,0.0000,0.0000,,0.8355,0.1555,0.0001,0.0089,
250,1.0000,0.0000,0.0000,0.0000,,0.8379,0.1532,0.0001,0.0089,
251,1.0000,0.0000,0.0000,0.0000,,0.8402,0.1509,0.0001,0.0089,
252,1.0000,0.0000,0.0000,0.0000,,0.8424,0.1487,0.0001,0.0088,
253,1.0000,0.0000,0.0000,0.0000,,0.8446,0.1465,0.0001,0.0088,
254,1.0000,0.0000,0.0000,0.0000,,0.8466,0.1445,0.0001,0.0088,
255,1.0000,0.0000,0.0000,0.0000,,0.8486,0.1426,0.0001,0.0088,
256,1.0000,0.0000,0.0000,0.0000,,0.8504,0.1408,0.0001,0.0088,
257,1.0000,0.0000,0.0000,0.0000,,0.8521,0.1391,0.0001,0.0088,
258,1.0000,0.0000,0.0000,0.0000,,0.8538,0.1374,0.0001,0.0087,
259,1.0000,0.0000,0.0000,0.0000,,0.8555,0.1357,0.0001,0.0087,
260,1.0000,0.0000,0.0000,0.0000,,0.8572,0.1340,0.0001,0.0087,
261,1.0000,0.0000,0.0000,0.0000,,0.8591,0.1322,0.0001,0.0087,
262,1.0000,0.0000,0.0000,0.0000,,0.8610,0.1303,0.0001,0.0087,
263,1.0000,0.0000,0.0000,0.0000,,0.8630,0.1283,0.0001,0.0086,
264,1.0000,0.0000,0.0000,0.0000,,0.8651,0.1262,0.0001,0.0086,
265,1.0000,0.0000,0.0000,0.0000,,0.8671,0.1243,0.0001,0.0086,
266,1.0000,0.0000,0.0000,0.0000,,0.8690,0.1224,0.0001,0.0086,
267,1.0000,0.0000,0.0000,0.0000,,0.8709,0.1205,0.0001,0.0086,
268,1.0000,0.0000,0.0000,0.0000,,0.8729,0.1185,0.0001,0.0085,
269,1.0000,0.0000,0.0000,0.0000,,0.8750,0.1164,0.0001,0.0085,
270,1.0000,0.0000,0.0000,0.0000,,0.8773,0.1141,0.0001,0.0085,
271,1.0000,0.0000,0.0000,0.0000,,0.8798,0.1117,0.0001,0.0085,
272,1.0000,0.0000,0.0000,0.0000,,0.8823,0.1092,0.0001,0.0085,
273,1.0000,0.0000,0.0000,0.0000,,0.8849,0.1066,0.0001,0.0085,
274,1.0000,0.0000,0.0000,0.0000,,0.8874,0.1041,0.0001,0.0084,
275,1.0000,0.0000,0.0000,0.0000,,0.8898,0.1017,0.0001,0.0084,
276,1.0000,0.0000,0.0000,0.0000,,0.8922,0.0993,0.0001,0.0084,
277,1.0000,0.0000,0.0000,0.0000,,0.8946,0.0970,0.0001,0.0084,
278,1.0000,0.0000,0.0000,0.0000,,0.8969,0.0947,0.0001,0.0084,
279,1.0000,0.0000,0.0000,0.0000,,0.8992,0.0924,0.0001,0.0084,
280,1.0000,0.0000,0.0000,0.0000,,0.9015,0.0901,0.0001,0.0083,
281,1.0000,0.0000,0.0000,0.0000,,0.9037,0.0879,0.0001,0.0083,
282,1.0000,0.0000,0.0000,0.0000,,0.9059,0.0858,0.0001,0.0083,
283,1.0000,0.0000,0.0000,0.0000,,0.9080,0.0837,0.0001,0.0083,
284,1.0000,0.0000,0.0000,0.0000,,0.9100,0.0817,0.0001,0.0083,
285,1.0000,0.0000,0.0000,0.0000,,0.9120,0.0797,0.0001,0.0082,
286,1.0000,0.0000,0.0000,0.0000,,0.9139,0.0779,0.0001,0.0082,
287,1.0000,0.0000,0.0000,0.0000,,0.9157,0.0761,0.0001,0.0082,
288,1.0000,0.0000,0.0000,0.0000,,0.9175,0.0743,0.0001,0.0082,
289,1.0000,0.0000,0.0000,0.0000,,0.9192,0.0726,0.0001,0.0082,
290,1.0000,0.0000,0.0000,0.0000,,0.9208,0.0710,0.0001,0.0082,
291,1.0000,0.0000,0.0000,0.0000,,0.9224,0.0694,0.0001,0.0081,
292,1.0000,0.0000,0.0000,0.0000,,0.9239,0.0679,0.0000,0.0081,
293,1.0000,0.0000,0.0000,0.0000,,0.9254,0.0664,0.0000,0.0081,
294,1.0000,0.0000,0.0000,0.0000,,0.9269,0.0650,0.0000,0.0081,
295,1.0000,0.0000,0.0000,0.0000,,0.9282,0.0637,0.0000,0.0081,
296,1.0000,0.0000,0.0000,0.0000,,0.9293,0.0626,0.0000,0.0081,
297,1.0000,0.0000,0.0000,0.0000,,0.9304,0.0615,0.0000,0.0080,
298,1.0000,0.0000,0.0000,0.0000,,0.9314,0.0606,0.0000,0.0080,
299,1.0000,0.0000,0.0000,0.0000,,0.9324,0.0596,0.0000,0.0080,
300,1.0000,0.0000,0.0000,0.0000,,0.9333,0.0586,0.0000,0.0080,
301,1.0000,0.0000,0.0000,0.0000,,0.9344,0.0577,0.0000,0.0079,
302,1.0000,0.0000,0.0000,0.0000,,0.9353,0.0567,0.0000,0.0079,
303,1.0000,0.0000,0.0000,0.0000,,0.9363,0.0558,0.0000,0.0079,
304,1.0000,0.0000,0.0000,0.0000,,0.9372,0.0549,0.0000,0.0079,
305,1.0000,0.0000,0.0000,0.0000,,0.9380,0.0541,0.0000,0.0079,
306,1.0000,0.0000,0.0000,0.0000,,0.9389,0.0532,0.0000,0.0079,
307,1.0000,0.0000,0.0000,0.0000,,0.9397,0.0524,0.0000,0.0078,
308,1.0000,0.0000,0.0000,0.0000,,0.9404,0.0517,0.0000,0.0078,
309,1.0000,0.0000,0.0000,0.0000,,0.9412,0.0510,0.0000,0.0078,
310,1.0000,0.0000,0.0000,0.0000,,0.9419,0.0502,0.0000,0.0078,
311,1.0000,0.0000,0.0000,0.0000,,0.9427,0.0495,0.0000,0.0078,
312,1.0000,0.0000,0.0000,0.0000,,0.9434,0.0488,0.0000,0.0077,
313,1.0000,0.0000,0.0000,0.0000,,0.9442,0.0481,0.0000,0.0077,
314,1.0000,0.0000,0.0000,0.0000,,0.9448,0.0474,0.0000,0.0077,
315,1.0000,0.0000,0.0000,0.0000,,0.9455,0.0468,0.0000,0.0077,
