,answer,,,,,output
,ch1,ch2,ch3,ch4,,ch1,ch2,ch3,ch4
23166,1.0000,0.0000,0.0000,0.0000,,0.9989,0.0005,0.0000,0.0006,
23166,1.0000,0.0000,0.0000,0.0000,,0.9989,0.0006,0.0000,0.0006,
23166,1.0000,0.0000,0.0000,0.0000,,0.9989,0.0006,0.0000,0.0006,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0006,0.0000,0.0006,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0006,0.0000,0.0006,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0006,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0006,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0007,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0007,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0007,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0007,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0008,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0008,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0008,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0009,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0009,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0009,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0009,0.0000,0.0005,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0009,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0010,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0004,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0011,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0012,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0012,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0012,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0012,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0012,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0013,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0013,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0013,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0013,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0014,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9983,0.0014,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9983,0.0014,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9983,0.0015,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9983,0.0015,0.0000,0.0003,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0015,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0015,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0016,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0016,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0016,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9981,0.0016,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9981,0.0017,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9981,0.0017,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9980,0.0018,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9980,0.0018,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9979,0.0019,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9979,0.0019,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9978,0.0020,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9977,0.0021,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9977,0.0022,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9976,0.0022,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9975,0.0023,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9974,0.0024,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9974,0.0025,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9973,0.0025,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9972,0.0026,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9972,0.0027,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9971,0.0027,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9970,0.0028,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9970,0.0029,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9969,0.0029,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9969,0.0030,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9968,0.0030,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9968,0.0031,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9967,0.0031,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9967,0.0032,0.0000,0.0002,
23166,1.0000,0.0000,0.0000,0.0000,,0.9966,0.0033,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9965,0.0033,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9965,0.0034,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9964,0.0035,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9963,0.0035,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9963,0.0036,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9962,0.0036,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9962,0.0037,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9961,0.0037,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9961,0.0038,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9960,0.0038,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9960,0.0039,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9959,0.0040,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9959,0.0040,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9958,0.0041,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9957,0.0042,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9956,0.0043,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9955,0.0043,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9955,0.0044,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9954,0.0045,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9953,0.0046,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9953,0.0046,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9952,0.0047,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9951,0.0048,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9951,0.0048,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9950,0.0049,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9949,0.0050,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9949,0.0050,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9948,0.0051,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9948,0.0051,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9947,0.0052,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9948,0.0051,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9949,0.0050,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9949,0.0050,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9950,0.0049,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9951,0.0048,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9952,0.0048,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9953,0.0047,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9954,0.0046,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9955,0.0044,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9956,0.0043,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9957,0.0043,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9958,0.0042,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9958,0.0041,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9959,0.0040,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9960,0.0040,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9960,0.0039,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9961,0.0038,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9962,0.0037,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9963,0.0037,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9963,0.0036,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9964,0.0035,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9965,0.0034,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9966,0.0034,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9966,0.0033,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9967,0.0032,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9968,0.0031,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9969,0.0031,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9970,0.0030,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9970,0.0029,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9971,0.0028,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9972,0.0027,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9973,0.0026,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9974,0.0025,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9975,0.0024,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9976,0.0023,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9977,0.0023,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9978,0.0022,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9978,0.0021,0.0000,0.0001,
23166,1.0000,0.0000,0.0000,0.0000,,0.9979,0.0020,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9980,0.0020,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9980,0.0019,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9981,0.0019,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0018,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9982,0.0017,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9983,0.0017,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0016,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9984,0.0015,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0015,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9985,0.0014,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0014,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9986,0.0013,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0013,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9987,0.0012,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0012,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9988,0.0011,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9989,0.0011,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9990,0.0010,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9990,0.0010,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9991,0.0009,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9991,0.0009,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9991,0.0008,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9992,0.0008,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9992,0.0007,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9993,0.0007,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9993,0.0007,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9993,0.0006,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9993,0.0006,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9994,0.0006,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9994,0.0006,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9994,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9994,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9995,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9995,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9995,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9995,0.0005,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9995,0.0004,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0004,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0004,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0004,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0004,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9996,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9997,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9997,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9997,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9997,0.0003,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9997,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0002,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9998,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0001,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,0.9999,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,1.0000,0.0000,0.0000,0.0000,
23166,1.0000,0.0000,0.0000,0.0000,,1.0000,0.0000,0.0000,0.0000,
